Monster		Members	Combat level	Hitpoints	Attack level	Defence level	Magic level	Ranged level	Stab defence	Slash defence	Crush defence	Magic defence	Light Ranged defence	Standard Ranged defence	Heavy Ranged defence
Witch's experiment - Skavid (hard)	Witch's experiment Skavid (hard)	Members	47	63	54	19	1	1	0	0	0	0	0	0	0
Black Guard - Level 48	Black Guard Level 48	Members	48	40	40	45	1	1	40	40	40	0	40	40	40
Borrokar	Borrokar	Members	48	50	40	40	1	1	0	0	0	0	0	0	0
Soldier (Burthorpe)	Soldier (Burthorpe)	Members	48	50	40	40	1	0	15	23	21	6	14	14	14
Corrupted Bat	Corrupted Bat	Members	48	14	36	2	2	0	0	0	0	0	0	0	0
Chaos dwarf	Chaos dwarf	Free-to-play	48	61	38	28	1	1	40	34	25	10	35	35	35
Warrior (Rellekka)	Warrior (Rellekka)	Members	48	50	40	40	1	1	50	50	50	50	50	50	50
Baby red dragon - 3	Baby red dragon 3	Members	48	50	40	40	1	1	10	50	50	40	30	30	15
Baby red dragon - 2	Baby red dragon 2	Members	48	50	40	40	1	1	10	50	50	40	30	30	15
Baby blue dragon - 3	Baby blue dragon 3	Members	48	50	40	40	1	1	10	50	50	40	30	30	15
Baby blue dragon - 2	Baby blue dragon 2	Members	48	50	40	40	1	1	10	50	50	40	30	30	15
Baby blue dragon - 1	Baby blue dragon 1	Members	48	50	40	40	1	1	10	50	50	40	30	30	15
Soldier (tier 2)	Soldier (tier 2)	Members	48	50	40	40	1	1	0	0	0	0	0	0	0
Baby blue dragon - Ruins of Tapoyauik, 2	Baby blue dragon Ruins of Tapoyauik, 2	Members	48	50	40	40	1	1	10	50	50	40	30	30	15
Baby green dragon - 2	Baby green dragon 2	Members	48	50	40	40	1	1	30	50	50	40	30	30	30
Baby green dragon - 1	Baby green dragon 1	Members	48	50	40	40	1	1	30	50	50	40	30	30	30
Baby red dragon - 1	Baby red dragon 1	Members	48	50	40	40	1	1	10	50	50	40	30	30	15
Baby green dragon - 3	Baby green dragon 3	Members	48	50	40	40	1	1	30	50	50	40	30	30	30
Baby blue dragon - Ruins of Tapoyauik, 1	Baby blue dragon Ruins of Tapoyauik, 1	Members	48	50	40	40	1	1	10	50	50	40	30	30	15
Shadow warrior	Shadow warrior	Members	48	67	36	36	0	0	43	31	19	15	38	38	38
Husk - Magic	Husk Magic	Members	48	20	1	20	80	80	20	20	20	80	80	80	80
Jennella	Jennella	Members	48	50	40	40	1	1	0	0	0	0	0	0	0
Moss giant - Level 48	Moss giant Level 48	Members	48	85	30	30	1	1	0	0	0	0	0	0	0
Poison spider (Escape Caves)	Poison spider (Escape Caves)	Members	48	73	1	35	1	45	20	17	10	14	14	14	14
Dwarf gang member - Level 48	Dwarf gang member Level 48	Members	48	25	80	25	1	1	7	7	0	0	7	7	7
Husk - Ranged	Husk Ranged	Members	48	20	1	20	80	80	20	20	20	80	80	80	80
Lanzig	Lanzig	Members	48	50	40	40	1	1	0	0	0	0	0	0	0
Lensa	Lensa	Members	48	50	40	40	1	1	0	0	0	0	0	0	0
Market Guard	Market Guard	Members	48	50	40	40	1	1	50	50	50	50	50	50	50
Freidir	Freidir	Members	48	50	40	40	1	1	0	0	0	0	0	0	0
Pyrefiend - GWD	Pyrefiend GWD	Members	48	48	60	22	1	1	10	10	10	0	10	10	10
Crystalline Unicorn	Crystalline Unicorn	Members	48	44	50	24	24	0	0	0	0	0	0	0	0
Khazard commander	Khazard commander	Members	48	22	50	50	1	1	0	0	0	0	0	0	0
Torcher - Level 49	Torcher Level 49	Members	49	30	0	41	66	0	0	0	0	0	0	0	0
Tower Archer - South	Tower Archer South	Members	49	70	10	10	1	60	0	0	0	20	45	45	45
Rock Golem (monster) - Level 49	Rock Golem (monster) Level 49	Members	49	60	38	38	1	35	0	0	0	0	0	0	0
Moonlight Cockatrice	Moonlight Cockatrice	Members	49	52	31	39	1	1	14	14	0	14	0	0	0
Mounted terrorbird gnome - Level 49	Mounted terrorbird gnome Level 49	Members	49	55	40	40	1	1	16	16	18	15	10	10	10
Tree spirit - Level 49	Tree spirit Level 49	Members	49	60	38	38	1	1	0	0	0	0	0	0	0
Dwarf gang member - Level 49	Dwarf gang member Level 49	Members	49	25	30	57	1	1	7	7	0	0	7	7	7
Fever spider	Fever spider	Members	49	40	60	40	1	1	20	15	10	15	15	15	15
River troll - Level 49	River troll Level 49	Members	49	60	38	38	1	1	0	0	0	0	0	0	0
Adala	Adala	Members	49	60	50	10	5	1	0	0	0	0	0	0	0
Catablepon - Level 49	Catablepon Level 49	Free-to-play	49	40	45	40	60	1	40	30	20	20	40	40	40
Wall beast - Hole	Wall beast Hole	Members	49	105	30	16	1	1	0	0	0	0	0	0	0
Paladin (Song of the Elves) - Level 49	Paladin (Song of the Elves) Level 49	Members	49	55	134	28	1	1	20	40	40	30	20	20	20
Wall beast - Beast	Wall beast Beast	Members	49	105	30	16	1	1	0	0	0	0	0	0	0
Animated spade	Animated spade	Members	50	40	40	40	1	1	15	10	5	5	10	10	10
Grimy Lizard	Grimy Lizard	Members	50	75	65	10	25	1	35	15	50	50	35	35	35
Sigmund - Death to the Dorgeshuun	Sigmund Death to the Dorgeshuun	Members	50	60	45	24	1	1	0	0	0	0	0	0	0
Giant spider - Level 50	Giant spider Level 50	Free-to-play	50	50	41	31	1	1	10	10	10	10	10	10	10
Body Golem - Rubble	Body Golem Rubble	Free-to-play	50	60	33	45	1	1	5	5	0	2	10	10	10
Body Golem - Golem	Body Golem Golem	Free-to-play	50	60	33	45	1	1	5	5	0	2	10	10	10
Possessed pickaxe - Regular	Possessed pickaxe Regular	Members	50	40	40	40	1	1	15	10	5	5	10	10	10
Skeleton fremennik - Level 50	Skeleton fremennik Level 50	Members	50	35	60	35	1	1	14	18	15	-4	15	15	15
Vampyre Juvinate - Level 50	Vampyre Juvinate Level 50	Members	50	60	50	30	1	1	0	0	0	0	0	0	0
Possessed pickaxe - Catacombs of Kourend	Possessed pickaxe Catacombs of Kourend	Members	50	40	40	40	1	1	15	10	5	5	10	10	10
Sulphur Lizard	Sulphur Lizard	Members	50	50	50	30	1	1	15	25	25	0	15	15	15
Gangster - Level 50 (2)	Gangster Level 50 (2)	Members	50	30	40	30	1	1	0	0	10	0	0	0	0
Defiler - Level 50	Defiler Level 50	Members	50	45	0	29	0	66	0	0	0	0	0	0	0
Undead Lumberjack - Level 50	Undead Lumberjack Level 50	Members	50	14	117	14	1	1	0	0	0	0	0	0	0
Gangster - Level 50 (1)	Gangster Level 50 (1)	Members	50	45	50	40	1	1	0	0	10	0	0	0	0
Zombie (Tarn's Lair) - Level 50	Zombie (Tarn's Lair) Level 50	Members	50	48	44	44	1	1	20	20	0	0	10	10	10
Icelord - Ranged	Icelord Ranged	Members	51	60	40	40	1	1	0	0	0	0	0	0	0
Earth warrior	Earth warrior	Members	51	54	42	42	1	1	30	40	20	10	30	30	30
Experiment - Level 51	Experiment Level 51	Members	51	40	40	50	1	1	0	0	0	0	0	0	0
Mourner (Song of the Elves) - Level 51	Mourner (Song of the Elves) Level 51	Members	51	29	40	30	1	1	20	40	40	30	20	20	20
Molanisk	Molanisk	Members	51	52	40	50	0	1	45	45	35	30	55	55	55
Dark warrior - Level 51	Dark warrior Level 51	Members	51	70	40	30	15	1	10	20	40	0	0	0	0
Icelord - Melee, 3	Icelord Melee, 3	Members	51	60	40	40	1	1	0	0	0	0	0	0	0
Brawler - Level 51	Brawler Level 51	Members	51	53	27	43	0	0	0	0	0	0	0	0	0
Penance Ranger - Wave 6	Penance Ranger Wave 6	Members	51	50	51	54	1	52	0	0	0	0	0	0	0
Icelord - Melee, 2	Icelord Melee, 2	Members	51	60	40	40	1	1	0	0	0	0	0	0	0
Zombies Champion	Zombies Champion	Members	51	60	38	42	1	1	0	0	0	0	0	0	0
Icelord - Melee, 1	Icelord Melee, 1	Members	51	60	40	40	1	1	0	0	0	0	0	0	0
Bloodworm	Bloodworm	Members	52	45	80	35	1	1	0	0	0	0	0	0	0
Leech	Leech	Members	52	45	80	35	1	1	0	0	0	0	0	0	0
Shadow spider	Shadow spider	Members	52	55	44	44	1	1	20	15	10	15	15	15	15
Baboon Thrall	Baboon Thrall	Members	52	2	40	12	40	40	0	0	0	0	0	0	0
Albino bat	Albino bat	Members	52	33	57	30	1	1	0	0	0	0	0	0	0
Revenant pyrefiend	Revenant pyrefiend	Members	52	48	60	33	67	40	45	40	50	15	10	10	10
Knight of Ardougne (Song of the Elves) - Level 53	Knight of Ardougne (Song of the Elves) Level 53	Members	53	54	44	28	1	1	20	40	40	30	20	20	20
Ice giant - Asgarnia Ice Dungeon 2	Ice giant Asgarnia Ice Dungeon 2	Free-to-play	53	70	40	40	1	1	0	3	2	0	0	0	0
Ice giant - Varlamore 1	Ice giant Varlamore 1	Members	53	70	40	40	1	1	0	3	2	0	0	0	0
Ice giant - 1	Ice giant 1	Free-to-play	53	70	40	40	1	1	0	3	2	0	0	0	0
Ice giant - Asgarnia Ice Dungeon 1	Ice giant Asgarnia Ice Dungeon 1	Free-to-play	53	70	40	40	1	1	0	3	2	0	0	0	0
Ice giant - 2	Ice giant 2	Free-to-play	53	70	40	40	1	1	0	3	2	0	0	0	0
Ogre - Level 53	Ogre Level 53	Members	53	60	43	43	1	1	0	0	0	0	0	0	0
Ice giant - 3	Ice giant 3	Free-to-play	53	70	40	40	1	1	0	3	2	0	0	0	0
Jogre - Normal	Jogre Normal	Members	53	60	43	43	1	1	0	0	0	0	0	0	0
Ice giant - Varlamore 2	Ice giant Varlamore 2	Members	53	70	40	40	1	1	0	3	2	0	0	0	0
Lizardman - Level 53	Lizardman Level 53	Members	53	60	43	43	1	43	-20	25	0	0	-10	0	0
Animated steel armour (Tarn's Lair)	Animated steel armour (Tarn's Lair)	Members	53	50	50	2	2	2	50	25	25	400	400	400	400
Agile Scarab	Agile Scarab	Members	53	30	60	5	30	40	0	0	0	0	0	0	0
Zombie (Stronghold of Security) - Level 53, 3	Zombie (Stronghold of Security) Level 53, 3	Free-to-play	53	50	55	48	1	1	19	18	0	20	21	21	21
Zombie (Stronghold of Security) - Level 53, 2	Zombie (Stronghold of Security) Level 53, 2	Free-to-play	53	50	55	48	1	1	19	18	0	20	21	21	21
Witch's experiment - Wolf	Witch's experiment Wolf	Members	53	51	48	49	1	1	0	0	0	0	0	0	0
Zombie (Stronghold of Security) - Level 53, 1	Zombie (Stronghold of Security) Level 53, 1	Free-to-play	53	50	55	48	1	1	19	18	0	20	21	21	21
Ravager - Level 53	Ravager Level 53	Members	53	38	37	23	0	0	0	0	0	0	0	0	0
Hobgoblin guard	Hobgoblin guard	Members	54	62	45	43	1	1	1	1	0	0	0	0	0
Abyssal leech (The Scar) - Level 54	Abyssal leech (The Scar) Level 54	Members	54	20	120	30	1	1	50	50	100	50	10	10	10
Battle mage - Guthix	Battle mage Guthix	Members	54	120	1	1	50	1	0	0	0	0	0	0	0
Battle mage - Zamorak	Battle mage Zamorak	Members	54	120	1	1	50	1	0	0	0	0	0	0	0
Vampyre Juvinate - Level 54	Vampyre Juvinate Level 54	Members	54	85	40	30	1	1	0	0	0	0	0	0	0
Battle mage - Saradomin	Battle mage Saradomin	Members	54	120	1	1	50	1	0	0	0	0	0	0	0
Splatter - Level 54	Splatter Level 54	Members	54	43	32	93	32	0	0	0	0	0	0	0	0
Vampyre Juvinate - Level 54 (Meiyerditch/Darkmeyer)	Vampyre Juvinate Level 54 (Meiyerditch/Darkmeyer)	Members	54	85	40	30	1	1	0	0	0	0	0	0	0
Swamp Crab - Bloomed	Swamp Crab Bloomed	Members	55	75	1	50	50	1	100	100	100	100	-55	-55	-55
Menaphite Thug - Before Quest	Menaphite Thug Before Quest	Members	55	60	60	20	0	0	9	8	10	0	0	0	0
Zombie swab - 1	Zombie swab 1	Members	55	50	45	50	1	1	0	0	0	0	0	0	0
Wyrmling - Idle	Wyrmling Idle	Members	55	65	20	40	60	15	20	50	50	50	20	20	20
Menaphite Thug - After Quest	Menaphite Thug After Quest	Members	55	60	60	20	0	0	9	8	10	0	0	0	0
Zombie swab - 2	Zombie swab 2	Members	55	50	45	50	1	1	0	0	0	0	0	0	0
Zombie swab - 3	Zombie swab 3	Members	55	50	45	50	1	1	0	0	0	0	0	0	0
Spinner - Level 55	Spinner Level 55	Members	55	53	22	68	52	0	0	0	0	0	0	0	0
Killerwatt - Idle	Killerwatt Idle	Members	55	51	50	40	67	67	10	10	10	20	-10	-10	-10
Zombified Spawn - Dragon Slayer II	Zombified Spawn Dragon Slayer II	Members	55	8	80	4	1	1	3	3	3	-100	3	3	3
Swamp Crab - Hidden	Swamp Crab Hidden	Members	55	75	1	50	50	1	100	100	100	100	-55	-55	-55
Killerwatt - Attacking	Killerwatt Attacking	Members	55	51	50	40	67	67	10	10	10	20	-10	-10	-10
Zombie swab - 4	Zombie swab 4	Members	55	50	45	50	1	1	0	0	0	0	0	0	0
Zombie swab - 6	Zombie swab 6	Members	55	50	45	50	1	1	0	0	0	0	0	0	0
Blood spawn - Entry	Blood spawn Entry	Members	55	7	1	0	0	1	0	0	0	0	0	0	0
Blood spawn - Normal	Blood spawn Normal	Members	55	120	1	0	0	1	0	0	0	0	0	0	0
Fear reaper - Level 55	Fear reaper Level 55	Members	55	57	45	45	1	1	0	0	0	0	0	0	0
Zombie swab - 5	Zombie swab 5	Members	55	50	45	50	1	1	0	0	0	0	0	0	0
Swamp Crab - Normal	Swamp Crab Normal	Members	55	75	1	50	50	1	100	100	100	100	-55	-55	-55
Wyrmling - Attacking	Wyrmling Attacking	Members	55	65	20	40	60	15	20	50	50	50	20	20	20
Undead Lumberjack - Level 55	Undead Lumberjack Level 55	Members	55	15	133	15	1	1	0	0	0	0	0	0	0
Baboon Thrower - Level 56	Baboon Thrower Level 56	Members	56	30	40	12	40	40	-50	-50	-50	900	900	900	900
Bandit (Pollnivneach) - No beard	Bandit (Pollnivneach) No beard	Members	56	30	59	30	1	1	0	9	8	10	0	0	0
Scarab (Tombs of Amascut)	Scarab (Tombs of Amascut)	Members	56	12	20	28	1	50	0	0	0	0	0	0	0
Baboon Brawler - Level 56	Baboon Brawler Level 56	Members	56	25	40	12	40	40	900	900	900	-60	900	900	900
Baboon Mage - Level 56	Baboon Mage Level 56	Members	56	20	40	12	40	40	900	900	900	900	-50	-50	-50
Acidic Bloodveld	Acidic Bloodveld	Members	56	5	80	2	1	1	-100	-100	-100	-100	-100	-100	-100
Snailfeet	Snailfeet	Members	56	80	30	30	30	30	10	10	5	5	20	20	20
Bedabin Nomad Fighter	Bedabin Nomad Fighter	Members	56	50	40	60	0	0	0	0	0	0	0	0	0
Cyclops - Level 56	Cyclops Level 56	Members	56	75	47	26	1	1	0	0	0	0	0	0	0
Zombie (Kourend) - Level 56	Zombie (Kourend) Level 56	Members	56	50	50	47	1	1	20	20	0	0	10	10	10
Cyclops (Ardougne Zoo)	Cyclops (Ardougne Zoo)	Members	56	55	47	46	1	1	0	0	0	0	0	0	0
Cyclops (Catacombs of Kourend) - Level 56	Cyclops (Catacombs of Kourend) Level 56	Members	56	75	47	26	1	1	0	0	0	0	0	0	0
Giant Champion	Giant Champion	Members	56	70	36	52	1	1	0	0	0	0	0	0	0
Penance Fighter - Wave 6	Penance Fighter Wave 6	Members	56	49	50	48	1	1	0	0	0	0	0	0	0
Hobgoblin Champion	Hobgoblin Champion	Members	56	58	44	48	1	44	0	0	0	0	0	0	0
Crypt spider	Crypt spider	Members	56	60	45	45	1	1	20	20	10	17	20	20	20
Zombie (Tarn's Lair) - Level 56	Zombie (Tarn's Lair) Level 56	Members	56	50	50	47	1	1	20	20	0	0	10	10	10
Zombie pirate (Braindeath Island) - 1	Zombie pirate (Braindeath Island) 1	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 14	Zombie pirate (Harmony Island) 14	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Braindeath Island) - 3	Zombie pirate (Braindeath Island) 3	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 17	Zombie pirate (Harmony Island) 17	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 16	Zombie pirate (Harmony Island) 16	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 15	Zombie pirate (Harmony Island) 15	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 18	Zombie pirate (Harmony Island) 18	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 2	Zombie pirate (Harmony Island) 2	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 19	Zombie pirate (Harmony Island) 19	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Braindeath Island) - 2	Zombie pirate (Braindeath Island) 2	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 13	Zombie pirate (Harmony Island) 13	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 11	Zombie pirate (Harmony Island) 11	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Braindeath Island) - 5	Zombie pirate (Braindeath Island) 5	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Braindeath Island) - 4	Zombie pirate (Braindeath Island) 4	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 12	Zombie pirate (Harmony Island) 12	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Braindeath Island) - 6	Zombie pirate (Braindeath Island) 6	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 10	Zombie pirate (Harmony Island) 10	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 1	Zombie pirate (Harmony Island) 1	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 22	Zombie pirate (Harmony Island) 22	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Parasite - Weakened	Parasite Weakened	Members	57	40	1	40	60	60	50	70	10	100	100	100	100
Zombie pirate (Harmony Island) - 24	Zombie pirate (Harmony Island) 24	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 20	Zombie pirate (Harmony Island) 20	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Ice warrior - Varlamore	Ice warrior Varlamore	Members	57	59	47	47	1	1	30	40	20	10	30	30	30
Penance Ranger - Wave 7/10	Penance Ranger Wave 7/10	Members	57	50	63	61	1	62	0	0	0	0	0	0	0
Pirate - Cabin Fever	Pirate Cabin Fever	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 23	Zombie pirate (Harmony Island) 23	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Ice warrior - Normal	Ice warrior Normal	Free-to-play	57	59	47	47	1	1	30	40	20	10	30	30	30
Ice warrior - Asgarnia Ice Dungeon	Ice warrior Asgarnia Ice Dungeon	Free-to-play	57	59	47	47	1	1	30	40	20	10	30	30	30
Ice warrior - Ice Queen's Lair	Ice warrior Ice Queen's Lair	Members	57	59	47	47	1	1	30	40	20	10	30	30	30
Bandit (Bandit Camp) - Level 57	Bandit (Bandit Camp) Level 57	Members	57	50	50	50	1	1	0	0	0	0	0	0	0
Basilisk Youngling	Basilisk Youngling	Members	57	60	25	70	1	1	20	20	0	20	0	0	0
Zombie pirate (Harmony Island) - 8	Zombie pirate (Harmony Island) 8	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 9	Zombie pirate (Harmony Island) 9	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Shifter - Level 57	Shifter Level 57	Members	57	38	67	38	37	0	0	0	0	0	0	0	0
Sorebones - Apron	Sorebones Apron	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 26	Zombie pirate (Harmony Island) 26	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Sorebones - Jacket	Sorebones Jacket	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 25	Zombie pirate (Harmony Island) 25	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 7	Zombie pirate (Harmony Island) 7	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 3	Zombie pirate (Harmony Island) 3	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 21	Zombie pirate (Harmony Island) 21	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 6	Zombie pirate (Harmony Island) 6	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 4	Zombie pirate (Harmony Island) 4	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Zombie pirate (Harmony Island) - 5	Zombie pirate (Harmony Island) 5	Members	57	52	49	50	1	1	0	0	0	0	0	0	0
Soldier (tier 3)	Soldier (tier 3)	Members	58	55	50	50	1	1	0	0	0	0	-1	-1	-1
Jogre - GWD	Jogre GWD	Members	58	70	46	43	1	1	0	0	0	0	0	0	0
Ogre - Level 58	Ogre Level 58	Members	58	70	46	43	1	1	0	0	0	0	0	0	0
Abyssal guardian	Abyssal guardian	Members	59	50	30	30	1	1	70	70	70	150	70	70	70
Skeleton (Tarn's Lair) - Level 59	Skeleton (Tarn's Lair) Level 59	Members	59	53	50	62	1	1	50	40	0	0	40	40	40
Vampyre Juvinate - Level 59	Vampyre Juvinate Level 59	Members	59	50	95	45	50	50	0	0	0	0	0	0	0
Scorpion - Level 59	Scorpion Level 59	Free-to-play	59	55	50	50	1	1	5	15	15	0	55	55	55
Tortured soul	Tortured soul	Members	59	51	52	38	1	1	0	0	0	0	0	0	0
Undead Lumberjack - Level 60	Undead Lumberjack Level 60	Members	60	16	137	16	1	1	0	0	0	0	0	0	0
Phrin Shade - Shade	Phrin Shade Shade	Members	60	56	64	42	0	0	0	0	0	0	0	0	0
Mogre	Mogre	Members	60	48	58	48	1	1	0	0	0	0	0	0	0
Broodoo victim - Yellow	Broodoo victim Yellow	Members	60	100	0	26	60	1	20	20	20	0	0	0	0
Broodoo victim - Green	Broodoo victim Green	Members	60	100	0	26	60	1	20	20	20	0	0	0	0
Broodoo victim - White	Broodoo victim White	Members	60	100	0	26	60	1	20	20	20	0	0	0	0
Phrin Shade - Shadow	Phrin Shade Shadow	Members	60	56	64	42	0	0	0	0	0	0	0	0	0
Pyrelord - 2	Pyrelord 2	Members	60	80	60	30	1	1	10	10	10	0	10	10	10
Skeleton (Stronghold of Security) - 1	Skeleton (Stronghold of Security) 1	Free-to-play	60	70	50	40	1	1	35	35	-5	0	35	35	35
Spawn	Spawn	Members	60	15	120	30	1	50	0	0	0	-10	0	0	0
Pyrelord - 1	Pyrelord 1	Members	60	80	60	30	1	1	10	10	10	0	10	10	10
Skeleton fremennik - Level 60	Skeleton fremennik Level 60	Members	60	40	72	40	1	1	14	18	15	-4	15	15	15
Skeleton (Stronghold of Security) - 2	Skeleton (Stronghold of Security) 2	Free-to-play	60	70	50	40	1	1	35	35	-5	0	35	35	35
Skeleton (Stronghold of Security) - 3	Skeleton (Stronghold of Security) 3	Free-to-play	60	70	50	40	1	1	35	35	-5	0	35	35	35
Revenant hobgoblin	Revenant hobgoblin	Members	60	72	50	41	55	60	65	60	68	30	50	50	50
Basilisk (The Fremennik Exiles) - 1	Basilisk (The Fremennik Exiles) 1	Members	61	75	30	75	1	1	20	20	0	20	0	0	0
Basilisk - Normal	Basilisk Normal	Members	61	75	30	75	1	1	20	20	0	20	0	0	0
Undead one - Level 61	Undead one Level 61	Members	61	47	55	55	0	0	5	5	3	1	4	4	4
Basilisk (The Fremennik Exiles) - 2	Basilisk (The Fremennik Exiles) 2	Members	61	75	30	75	1	1	20	20	0	20	0	0	0
Feral Vampyre - Level 61	Feral Vampyre Level 61	Members	61	40	55	55	40	1	0	0	0	0	0	0	0
Penance Fighter - Wave 7/10	Penance Fighter Wave 7/10	Members	61	50	56	52	1	1	0	0	0	0	0	0	0
Ice spider - Ruins of Tapoyauik	Ice spider Ruins of Tapoyauik	Members	61	65	50	43	1	1	20	17	12	13	13	13	13
Ice spider - Normal	Ice spider Normal	Members	61	65	50	43	1	1	20	17	12	13	13	13	13
Ice spider - Settlement Ruins	Ice spider Settlement Ruins	Members	61	65	50	43	1	1	20	17	12	13	13	13	13
Basilisk - Unused	Basilisk Unused	Members	61	75	30	75	1	1	20	20	0	20	0	0	0
Zombie (Tarn's Lair) - Level 61	Zombie (Tarn's Lair) Level 61	Members	61	57	53	50	1	1	20	20	0	0	10	10	10
Lizardman - Level 62	Lizardman Level 62	Members	62	60	53	52	1	1	-20	20	5	0	-10	0	0
Sir Carl	Sir Carl	Members	62	57	54	54	1	1	87	84	76	-10	79	79	79
Paladin - 5	Paladin 5	Members	62	57	54	54	1	1	87	84	76	-10	79	79	79
Dark warrior - Level 62	Dark warrior Level 62	Members	62	80	50	40	20	1	10	20	40	0	0	0	0
Sea Snake Hatchling	Sea Snake Hatchling	Members	62	50	60	50	1	1	0	0	0	0	0	0	0
Sir Jerro	Sir Jerro	Members	62	57	54	54	1	1	87	84	76	-10	79	79	79
Sir Harry	Sir Harry	Members	62	57	54	54	1	1	87	84	76	-10	79	79	79
Paladin - 4	Paladin 4	Members	62	57	54	54	1	1	87	84	76	-10	79	79	79
Slug Prince	Slug Prince	Members	62	70	50	50	1	1	30	30	30	99	99	99	99
Paladin - 2	Paladin 2	Members	62	57	54	54	1	1	87	84	76	-10	79	79	79
Paladin	Paladin	Members	62	57	54	54	1	1	87	84	76	-10	79	79	79
Paladin - 1	Paladin 1	Members	62	57	54	54	1	1	87	84	76	-10	79	79	79
Paladin - 3	Paladin 3	Members	62	57	54	54	1	1	87	84	76	-10	79	79	79
Paladin - Male	Paladin Male	Members	62	57	54	54	1	1	87	84	76	-10	79	79	79
Paladin - Female	Paladin Female	Members	62	57	54	54	1	1	87	84	76	-10	79	79	79
Skeleton (Tarn's Lair) - Level 63	Skeleton (Tarn's Lair) Level 63	Members	63	58	56	45	1	1	50	40	0	0	40	40	40
Queen spawn	Queen spawn	Members	63	45	60	50	1	1	0	0	0	0	0	0	0
Wild dog - Unused	Wild dog Unused	Members	63	62	53	54	1	1	0	0	0	0	0	0	0
Wild dog - Normal	Wild dog Normal	Members	63	62	53	54	1	1	0	0	0	0	0	0	0
Crocodile	Crocodile	Members	63	62	53	54	1	1	20	12	22	10	20	20	20
Confusion beast - Level 63	Confusion beast Level 63	Members	63	64	52	52	1	1	0	0	0	0	0	0	0
Ogre - Level 63	Ogre Level 63	Members	63	60	54	54	1	1	19	23	24	0	0	0	0
Khazard Ogre	Khazard Ogre	Members	63	60	54	53	1	1	0	0	0	0	0	0	0
Shadow Hound	Shadow Hound	Members	63	62	53	54	1	1	0	0	0	0	0	0	0
Otherworldly being	Otherworldly being	Members	64	66	56	46	1	1	15	10	20	-5	15	15	15
Sigmund - Another Slice of H.A.M.	Sigmund Another Slice of H.A.M.	Members	64	70	55	44	1	1	0	0	0	0	0	0	0
Poison spider - Level 64	Poison spider Level 64	Members	64	64	50	52	1	1	20	17	10	14	14	14	14
Jungle Wolf	Jungle Wolf	Members	64	69	50	52	1	1	0	0	0	0	0	0	0
Penance Ranger - Wave 8	Penance Ranger Wave 8	Members	64	54	69	68	1	70	0	0	0	0	0	0	0
Zombified Spawn - Post-quest	Zombified Spawn Post-quest	Members	64	38	82	6	1	1	3	3	3	-100	3	3	3
